Resume_ID,Job Role,Skills,Experience (Years),Education,Recruiter Decision,AI Score (0-100),sentiment_score,sentiment_label
755,AI Researcher,"Python, Pytorch, TensorFlow",9,MBA,Hire,100.0,0.0,neutral
756,Software Engineer,"C++, Java",5,B.Tech,Hire,70.0,0.0,neutral
757,AI Researcher,"Python, Pytorch, TensorFlow, NLP",6,PhD,Hire,100.0,0.0,neutral
758,AI Researcher,"Pytorch, Python, TensorFlow",0,B.Tech,Reject,35.0,0.0,neutral
759,AI Researcher,"NLP, TensorFlow, Pytorch, Python",6,B.Tech,Hire,90.0,0.0,neutral
760,Data Scientist,"Deep Learning, SQL",1,MBA,Reject,60.0,0.0,neutral
761,Cybersecurity Analyst,"Ethical Hacking, Linux, Cybersecurity, Networking",6,B.Sc,Hire,100.0,0.38636000000000004,positive
762,Data Scientist,"Machine Learning, Deep Learning, SQL",6,M.Tech,Hire,100.0,0.0,neutral
763,Software Engineer,"SQL, Java, React",2,B.Tech,Reject,55.0,0.0,neutral
764,Data Scientist,"SQL, Deep Learning",6,B.Tech,Hire,85.0,0.0,neutral
765,Data Scientist,"SQL, Deep Learning, Python",0,B.Tech,Reject,50.0,0.0,neutral
766,AI Researcher,"Python, TensorFlow, NLP",1,MBA,Hire,75.0,0.0,neutral
767,Cybersecurity Analyst,"Ethical Hacking, Cybersecurity",0,MBA,Reject,40.0,0.38636000000000004,positive
768,Software Engineer,"React, SQL, Java, C++",5,B.Sc,Hire,100.0,0.0,neutral
769,Data Scientist,"Python, Deep Learning, SQL, Machine Learning",9,MBA,Hire,100.0,0.0,neutral
770,Data Scientist,"SQL, Python",8,MBA,Hire,100.0,0.0,neutral
771,Cybersecurity Analyst,"Networking, Linux, Cybersecurity, Ethical Hacking",6,PhD,Hire,100.0,0.38636000000000004,positive
772,AI Researcher,"TensorFlow, Pytorch, Python",9,PhD,Hire,100.0,0.0,neutral
773,Data Scientist,"SQL, Machine Learning",1,PhD,Reject,50.0,0.0,neutral
774,AI Researcher,"Python, Pytorch, TensorFlow",0,MBA,Reject,55.0,0.0,neutral
775,Data Scientist,"Machine Learning, Deep Learning, Python, SQL",4,B.Sc,Hire,100.0,0.0,neutral
776,AI Researcher,"TensorFlow, Python, Pytorch, NLP",2,PhD,Hire,65.0,0.0,neutral
777,Data Scientist,"Python, SQL, Deep Learning, Machine Learning",10,M.Tech,Hire,100.0,0.0,neutral
778,Software Engineer,"SQL, C++, Java",6,B.Sc,Hire,95.0,0.0,neutral
779,Data Scientist,"Deep Learning, Machine Learning, Python",10,B.Tech,Hire,100.0,0.0,neutral
780,Software Engineer,"Java, React, C++",10,M.Tech,Hire,100.0,0.0,neutral
781,AI Researcher,"Python, NLP, Pytorch, TensorFlow",6,PhD,Hire,100.0,0.0,neutral
782,Data Scientist,"Python, SQL",0,B.Tech,Hire,70.0,0.0,neutral
783,Software Engineer,"SQL, C++",7,M.Tech,Hire,100.0,0.0,neutral
784,Cybersecurity Analyst,"Ethical Hacking, Cybersecurity",5,PhD,Hire,95.0,0.38636000000000004,positive
785,Cybersecurity Analyst,"Linux, Ethical Hacking",5,B.Tech,Hire,100.0,0.38636000000000004,positive
786,AI Researcher,"Python, Pytorch, TensorFlow, NLP",9,M.Tech,Hire,100.0,0.0,neutral
787,Data Scientist,"Python, Deep Learning",9,B.Tech,Hire,100.0,0.0,neutral
788,Cybersecurity Analyst,"Networking, Linux, Ethical Hacking, Cybersecurity",7,PhD,Hire,100.0,0.38636000000000004,positive
789,AI Researcher,"TensorFlow, NLP",3,B.Tech,Hire,100.0,0.0,neutral
790,Cybersecurity Analyst,"Linux, Cybersecurity",9,B.Sc,Hire,100.0,0.0,neutral
791,Software Engineer,"Java, C++, SQL",10,MBA,Hire,100.0,0.0,neutral
792,Data Scientist,"Deep Learning, Machine Learning, SQL, Python",1,PhD,Hire,70.0,0.0,neutral
793,Data Scientist,"SQL, Deep Learning, Python, Machine Learning",6,MBA,Hire,100.0,0.0,neutral
794,Data Scientist,"SQL, Deep Learning, Python, Machine Learning",7,M.Tech,Hire,100.0,0.0,neutral
795,AI Researcher,"TensorFlow, Python, NLP, Pytorch",10,B.Sc,Hire,100.0,0.0,neutral
796,Software Engineer,"React, Java, C++, SQL",3,PhD,Hire,70.0,0.0,neutral
797,Cybersecurity Analyst,"Networking, Cybersecurity, Ethical Hacking",7,PhD,Hire,85.0,0.38636000000000004,positive
798,Cybersecurity Analyst,"Ethical Hacking, Networking, Cybersecurity",1,M.Tech,Hire,70.0,0.38636000000000004,positive
799,Software Engineer,"SQL, Java, C++",4,B.Tech,Hire,100.0,0.0,neutral
800,Data Scientist,"Machine Learning, SQL, Python, Deep Learning",7,B.Tech,Hire,100.0,0.0,neutral
801,AI Researcher,"TensorFlow, NLP, Pytorch, Python",8,M.Tech,Hire,100.0,0.0,neutral
802,Cybersecurity Analyst,"Networking, Ethical Hacking",6,B.Sc,Hire,100.0,0.38636000000000004,positive
803,Data Scientist,"Deep Learning, Python, SQL, Machine Learning",8,MBA,Hire,100.0,0.0,neutral
804,Software Engineer,"SQL, C++",1,B.Tech,Hire,80.0,0.0,neutral
805,Software Engineer,"SQL, C++, Java, React",4,MBA,Hire,75.0,0.0,neutral
806,AI Researcher,"TensorFlow, Python, NLP, Pytorch",9,M.Tech,Hire,100.0,0.0,neutral
807,Data Scientist,"Python, Deep Learning, Machine Learning, SQL",8,B.Tech,Hire,100.0,0.0,neutral
808,Data Scientist,"Python, Machine Learning, Deep Learning",9,M.Tech,Hire,100.0,0.0,neutral
809,Data Scientist,"SQL, Machine Learning, Python, Deep Learning",6,B.Tech,Hire,100.0,0.0,neutral
810,Cybersecurity Analyst,"Linux, Ethical Hacking",8,MBA,Hire,100.0,0.38636000000000004,positive
811,Data Scientist,"Deep Learning, SQL, Machine Learning, Python",3,B.Sc,Hire,100.0,0.0,neutral
812,Data Scientist,"Deep Learning, Python, SQL",2,B.Sc,Reject,45.0,0.0,neutral
813,Data Scientist,"SQL, Python, Machine Learning, Deep Learning",6,M.Tech,Hire,100.0,0.0,neutral
814,AI Researcher,"TensorFlow, Pytorch",6,M.Tech,Hire,100.0,0.0,neutral
815,Cybersecurity Analyst,"Ethical Hacking, Networking",5,M.Tech,Hire,90.0,0.38636000000000004,positive
816,Cybersecurity Analyst,"Linux, Cybersecurity, Ethical Hacking",8,MBA,Hire,100.0,0.38636000000000004,positive
817,Software Engineer,"Java, React, SQL",4,PhD,Hire,100.0,0.0,neutral
818,AI Researcher,"TensorFlow, NLP, Pytorch, Python",1,PhD,Reject,55.0,0.0,neutral
819,Data Scientist,"SQL, Machine Learning, Python, Deep Learning",4,B.Sc,Hire,85.0,0.0,neutral
820,Cybersecurity Analyst,"Networking, Linux, Ethical Hacking",4,PhD,Hire,65.0,0.38636000000000004,positive
821,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking, Linux, Networking",1,B.Sc,Reject,50.0,0.38636000000000004,positive
822,Cybersecurity Analyst,"Ethical Hacking, Networking, Linux, Cybersecurity",0,B.Tech,Reject,30.0,0.38636000000000004,positive
823,Data Scientist,"SQL, Machine Learning",9,B.Sc,Hire,100.0,0.0,neutral
824,Software Engineer,"Java, C++, React, SQL",10,PhD,Hire,100.0,0.0,neutral
825,Software Engineer,"Java, C++, React, SQL",6,B.Tech,Hire,100.0,0.0,neutral
826,Cybersecurity Analyst,"Linux, Cybersecurity, Ethical Hacking",4,MBA,Hire,70.0,0.38636000000000004,positive
827,AI Researcher,"TensorFlow, Python",9,PhD,Hire,100.0,0.0,neutral
828,Software Engineer,"React, SQL",8,M.Tech,Hire,100.0,0.0,neutral
829,AI Researcher,"TensorFlow, NLP, Python",10,M.Tech,Hire,100.0,0.0,neutral
830,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking, Networking, Linux",3,MBA,Hire,85.0,0.38636000000000004,positive
831,AI Researcher,"Pytorch, NLP, Python, TensorFlow",1,MBA,Hire,75.0,0.0,neutral
832,Software Engineer,"React, C++, Java, SQL",6,B.Tech,Hire,100.0,0.0,neutral
833,AI Researcher,"Pytorch, Python",4,M.Tech,Hire,65.0,0.0,neutral
834,Data Scientist,"Python, SQL, Machine Learning",3,MBA,Hire,65.0,0.0,neutral
835,Cybersecurity Analyst,"Ethical Hacking, Cybersecurity, Networking, Linux",5,B.Tech,Hire,100.0,0.38636000000000004,positive
836,Software Engineer,"Java, SQL, C++",8,PhD,Hire,100.0,0.0,neutral
837,Data Scientist,"Deep Learning, Python",9,B.Tech,Hire,100.0,0.0,neutral
838,Software Engineer,"React, C++",7,PhD,Hire,100.0,0.0,neutral
839,Cybersecurity Analyst,"Ethical Hacking, Networking, Cybersecurity, Linux",8,B.Sc,Hire,100.0,0.38636000000000004,positive
840,Data Scientist,"Machine Learning, Python, SQL",2,MBA,Hire,65.0,0.0,neutral
841,Cybersecurity Analyst,"Cybersecurity, Networking, Linux, Ethical Hacking",10,M.Tech,Hire,100.0,0.38636000000000004,positive
842,AI Researcher,"Python, Pytorch",5,MBA,Hire,100.0,0.0,neutral
843,Data Scientist,"Python, SQL, Deep Learning",3,MBA,Hire,100.0,0.0,neutral
844,Cybersecurity Analyst,"Ethical Hacking, Linux",2,MBA,Hire,65.0,0.38636000000000004,positive
845,Data Scientist,"Deep Learning, Machine Learning, SQL",10,B.Tech,Hire,100.0,0.0,neutral
846,Software Engineer,"React, SQL, C++, Java",8,B.Sc,Hire,100.0,0.0,neutral
847,Data Scientist,"Deep Learning, Machine Learning",4,B.Tech,Hire,70.0,0.0,neutral
848,Data Scientist,"Python, SQL, Deep Learning",2,PhD,Hire,85.0,0.0,neutral
849,Software Engineer,"SQL, Java, React",1,M.Tech,Reject,50.0,0.0,neutral
850,Data Scientist,"Machine Learning, Python, SQL",2,B.Tech,Reject,55.0,0.0,neutral
851,Cybersecurity Analyst,"Ethical Hacking, Linux, Networking",7,B.Sc,Hire,100.0,0.38636000000000004,positive
852,AI Researcher,"Python, Pytorch, NLP, TensorFlow",1,B.Sc,Reject,50.0,0.0,neutral
853,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking, Networking, Linux",3,MBA,Hire,85.0,0.38636000000000004,positive
854,AI Researcher,"Python, Pytorch, TensorFlow, NLP",9,M.Tech,Hire,100.0,0.0,neutral
855,Software Engineer,"SQL, Java",7,M.Tech,Hire,100.0,0.0,neutral
856,Data Scientist,"Machine Learning, Python, SQL, Deep Learning",6,M.Tech,Hire,100.0,0.0,neutral
857,Data Scientist,"SQL, Deep Learning, Python",5,MBA,Hire,100.0,0.0,neutral
858,Cybersecurity Analyst,"Networking, Cybersecurity, Linux",9,B.Tech,Hire,100.0,0.0,neutral
859,Data Scientist,"Machine Learning, SQL, Deep Learning",10,PhD,Hire,100.0,0.0,neutral
860,Cybersecurity Analyst,"Linux, Ethical Hacking, Networking",4,M.Tech,Hire,100.0,0.38636000000000004,positive
861,AI Researcher,"Pytorch, Python",8,B.Tech,Hire,100.0,0.0,neutral
862,AI Researcher,"TensorFlow, Pytorch, Python, NLP",6,PhD,Hire,100.0,0.0,neutral
863,Cybersecurity Analyst,"Linux, Networking, Cybersecurity",9,MBA,Hire,100.0,0.0,neutral
864,Data Scientist,"SQL, Python, Machine Learning, Deep Learning",3,B.Sc,Hire,90.0,0.0,neutral
865,Cybersecurity Analyst,"Networking, Cybersecurity, Ethical Hacking",8,B.Tech,Hire,100.0,0.38636000000000004,positive
866,AI Researcher,"TensorFlow, Python, NLP",6,PhD,Hire,95.0,0.0,neutral
867,Data Scientist,"Python, SQL, Machine Learning",10,MBA,Hire,100.0,0.0,neutral
868,AI Researcher,"Pytorch, Python, TensorFlow, NLP",5,MBA,Hire,100.0,0.0,neutral
869,Software Engineer,"Java, React, SQL, C++",6,M.Tech,Hire,100.0,0.0,neutral
870,AI Researcher,"TensorFlow, NLP, Pytorch",6,PhD,Hire,100.0,0.0,neutral
871,Data Scientist,"SQL, Machine Learning, Python",3,PhD,Hire,100.0,0.0,neutral
872,Software Engineer,"Java, C++, React, SQL",8,PhD,Hire,100.0,0.0,neutral
873,Cybersecurity Analyst,"Linux, Cybersecurity",8,MBA,Hire,100.0,0.0,neutral
874,Data Scientist,"Machine Learning, Python, Deep Learning, SQL",9,B.Tech,Hire,100.0,0.0,neutral
875,Software Engineer,"C++, React, SQL, Java",5,B.Sc,Hire,100.0,0.0,neutral
876,Data Scientist,"Python, SQL, Machine Learning, Deep Learning",4,B.Tech,Hire,95.0,0.0,neutral
877,Data Scientist,"Machine Learning, Deep Learning, Python",3,PhD,Hire,95.0,0.0,neutral
878,AI Researcher,"TensorFlow, NLP, Python",0,M.Tech,Reject,35.0,0.0,neutral
879,Data Scientist,"Deep Learning, Machine Learning, SQL, Python",2,PhD,Reject,45.0,0.0,neutral
880,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking, Networking, Linux",6,PhD,Hire,95.0,0.38636000000000004,positive
881,Software Engineer,"React, SQL",9,B.Tech,Hire,100.0,0.0,neutral
882,Software Engineer,"Java, C++",8,M.Tech,Hire,100.0,0.0,neutral
883,AI Researcher,"Pytorch, TensorFlow, Python, NLP",4,B.Tech,Hire,85.0,0.0,neutral
884,Data Scientist,"SQL, Machine Learning",9,PhD,Hire,100.0,0.0,neutral
885,AI Researcher,"TensorFlow, Pytorch, NLP, Python",4,B.Sc,Hire,100.0,0.0,neutral
886,Data Scientist,"Machine Learning, Deep Learning",9,PhD,Hire,100.0,0.0,neutral
887,Data Scientist,"Machine Learning, Deep Learning, SQL",3,PhD,Hire,90.0,0.0,neutral
888,Cybersecurity Analyst,"Ethical Hacking, Cybersecurity, Linux",1,B.Sc,Reject,45.0,0.38636000000000004,positive
889,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking, Linux",7,MBA,Hire,100.0,0.38636000000000004,positive
890,Data Scientist,"Python, Machine Learning, Deep Learning, SQL",7,M.Tech,Hire,100.0,0.0,neutral
891,Cybersecurity Analyst,"Cybersecurity, Networking",7,M.Tech,Hire,100.0,0.0,neutral
892,AI Researcher,"Pytorch, TensorFlow, Python",8,M.Tech,Hire,100.0,0.0,neutral
893,Cybersecurity Analyst,"Ethical Hacking, Networking",6,PhD,Hire,100.0,0.38636000000000004,positive
894,Software Engineer,"SQL, Java, React, C++",0,MBA,Reject,40.0,0.0,neutral
895,Software Engineer,"SQL, Java, C++",3,M.Tech,Hire,75.0,0.0,neutral
896,AI Researcher,"NLP, TensorFlow, Python, Pytorch",6,MBA,Hire,90.0,0.0,neutral
897,Software Engineer,"React, SQL, Java, C++",2,M.Tech,Hire,65.0,0.0,neutral
898,AI Researcher,"TensorFlow, NLP, Python, Pytorch",8,M.Tech,Hire,100.0,0.0,neutral
899,Software Engineer,"Java, SQL",2,MBA,Hire,75.0,0.0,neutral
900,Cybersecurity Analyst,"Networking, Cybersecurity, Linux",2,PhD,Hire,75.0,0.0,neutral
901,Cybersecurity Analyst,"Networking, Ethical Hacking, Cybersecurity, Linux",2,MBA,Reject,40.0,0.38636000000000004,positive
902,AI Researcher,"Pytorch, NLP, Python, TensorFlow",7,M.Tech,Hire,100.0,0.0,neutral
903,Data Scientist,"Deep Learning, Machine Learning, SQL, Python",6,PhD,Hire,100.0,0.0,neutral
904,AI Researcher,"Pytorch, Python",9,PhD,Hire,100.0,0.0,neutral
905,Data Scientist,"Deep Learning, Machine Learning",4,PhD,Reject,60.0,0.0,neutral
906,Cybersecurity Analyst,"Linux, Ethical Hacking",10,MBA,Hire,100.0,0.38636000000000004,positive
907,AI Researcher,"Python, TensorFlow, NLP",6,B.Tech,Hire,100.0,0.0,neutral
908,Data Scientist,"Python, Deep Learning, Machine Learning",0,B.Tech,Reject,55.0,0.0,neutral
909,AI Researcher,"Python, TensorFlow",5,B.Tech,Hire,70.0,0.0,neutral
910,Cybersecurity Analyst,"Networking, Linux, Ethical Hacking",3,MBA,Hire,85.0,0.38636000000000004,positive
911,Data Scientist,"Machine Learning, Deep Learning",6,PhD,Hire,80.0,0.0,neutral
912,AI Researcher,"NLP, Pytorch, TensorFlow",6,M.Tech,Hire,85.0,0.0,neutral
913,AI Researcher,"Pytorch, Python, NLP",10,M.Tech,Hire,100.0,0.0,neutral
914,Data Scientist,"Deep Learning, SQL, Machine Learning",3,B.Tech,Reject,60.0,0.0,neutral
915,Cybersecurity Analyst,"Linux, Networking, Cybersecurity, Ethical Hacking",3,MBA,Hire,100.0,0.38636000000000004,positive
916,Data Scientist,"SQL, Python",7,PhD,Hire,85.0,0.0,neutral
917,AI Researcher,"TensorFlow, Python, NLP, Pytorch",0,M.Tech,Reject,40.0,0.0,neutral
918,Data Scientist,"Deep Learning, Machine Learning, Python, SQL",5,B.Tech,Hire,75.0,0.0,neutral
919,Data Scientist,"Deep Learning, Python",5,MBA,Hire,85.0,0.0,neutral
920,Cybersecurity Analyst,"Cybersecurity, Networking, Ethical Hacking",4,MBA,Hire,100.0,0.38636000000000004,positive
921,Software Engineer,"Java, SQL, React, C++",9,B.Sc,Hire,100.0,0.0,neutral
922,Cybersecurity Analyst,"Ethical Hacking, Networking",6,PhD,Hire,90.0,0.38636000000000004,positive
923,AI Researcher,"TensorFlow, Python",7,B.Sc,Hire,95.0,0.0,neutral
924,Data Scientist,"Python, Machine Learning, Deep Learning, SQL",1,PhD,Hire,70.0,0.0,neutral
925,Cybersecurity Analyst,"Cybersecurity, Networking, Ethical Hacking",8,PhD,Hire,100.0,0.38636000000000004,positive
926,Software Engineer,"C++, React, SQL, Java",5,PhD,Hire,100.0,0.0,neutral
927,Data Scientist,"Machine Learning, SQL",5,B.Sc,Hire,100.0,0.0,neutral
928,Software Engineer,"C++, SQL, Java, React",7,B.Sc,Hire,100.0,0.0,neutral
929,Software Engineer,"SQL, C++, Java",1,M.Tech,Reject,50.0,0.0,neutral
930,AI Researcher,"Pytorch, TensorFlow, NLP, Python",1,M.Tech,Reject,30.0,0.0,neutral
931,Data Scientist,"Python, Machine Learning",2,B.Sc,Reject,45.0,0.0,neutral
932,Cybersecurity Analyst,"Linux, Cybersecurity",9,B.Sc,Hire,100.0,0.0,neutral
933,Software Engineer,"SQL, Java, C++",1,M.Tech,Hire,85.0,0.0,neutral
934,Data Scientist,"Machine Learning, Deep Learning, Python",10,M.Tech,Hire,100.0,0.0,neutral
935,Data Scientist,"Python, SQL, Machine Learning",3,PhD,Reject,60.0,0.0,neutral
936,Data Scientist,"Machine Learning, SQL",2,MBA,Hire,75.0,0.0,neutral
937,Cybersecurity Analyst,"Ethical Hacking, Linux",9,MBA,Hire,100.0,0.38636000000000004,positive
938,AI Researcher,"Pytorch, TensorFlow",5,PhD,Hire,90.0,0.0,neutral
939,Software Engineer,"SQL, C++, Java, React",3,M.Tech,Reject,60.0,0.0,neutral
940,Cybersecurity Analyst,"Networking, Linux, Cybersecurity",1,PhD,Hire,75.0,0.0,neutral
941,Cybersecurity Analyst,"Linux, Cybersecurity, Networking, Ethical Hacking",6,B.Tech,Hire,100.0,0.38636000000000004,positive
942,AI Researcher,"NLP, TensorFlow, Python",2,MBA,Reject,45.0,0.0,neutral
943,Data Scientist,"Machine Learning, Deep Learning, SQL, Python",2,PhD,Hire,80.0,0.0,neutral
944,Software Engineer,"Java, React, SQL, C++",3,PhD,Hire,70.0,0.0,neutral
945,Cybersecurity Analyst,"Ethical Hacking, Cybersecurity, Networking",3,B.Sc,Reject,60.0,0.38636000000000004,positive
946,Software Engineer,"SQL, Java, React",4,PhD,Hire,90.0,0.0,neutral
947,Cybersecurity Analyst,"Cybersecurity, Networking, Linux, Ethical Hacking",1,B.Sc,Hire,70.0,0.38636000000000004,positive
948,Data Scientist,"Python, Deep Learning, Machine Learning, SQL",2,B.Tech,Hire,65.0,0.0,neutral
949,AI Researcher,"Pytorch, TensorFlow, NLP, Python",10,B.Sc,Hire,100.0,0.0,neutral
950,Cybersecurity Analyst,"Linux, Ethical Hacking, Networking",5,B.Sc,Hire,75.0,0.38636000000000004,positive
951,Data Scientist,"Deep Learning, Machine Learning",7,M.Tech,Hire,100.0,0.0,neutral
952,AI Researcher,"NLP, Pytorch, TensorFlow, Python",0,MBA,Hire,75.0,0.0,neutral
953,Data Scientist,"SQL, Machine Learning, Python, Deep Learning",6,B.Sc,Hire,100.0,0.0,neutral
954,Cybersecurity Analyst,"Networking, Cybersecurity, Ethical Hacking, Linux",4,M.Tech,Hire,100.0,0.38636000000000004,positive
955,Data Scientist,"SQL, Python, Machine Learning, Deep Learning",7,B.Sc,Hire,100.0,0.0,neutral
956,Data Scientist,"Deep Learning, Python, SQL, Machine Learning",3,B.Sc,Hire,85.0,0.0,neutral
957,Cybersecurity Analyst,"Ethical Hacking, Linux, Networking, Cybersecurity",6,MBA,Hire,100.0,0.38636000000000004,positive
958,Cybersecurity Analyst,"Cybersecurity, Networking",7,MBA,Hire,100.0,0.0,neutral
959,Software Engineer,"C++, SQL, Java",7,B.Sc,Hire,100.0,0.0,neutral
960,Data Scientist,"Machine Learning, SQL, Python",3,M.Tech,Hire,100.0,0.0,neutral
961,Data Scientist,"SQL, Machine Learning, Python",3,B.Tech,Hire,70.0,0.0,neutral
962,Data Scientist,"SQL, Deep Learning, Python",9,B.Sc,Hire,100.0,0.0,neutral
963,AI Researcher,"Python, NLP, Pytorch, TensorFlow",5,B.Sc,Hire,100.0,0.0,neutral
964,AI Researcher,"TensorFlow, NLP",6,PhD,Hire,100.0,0.0,neutral
965,Cybersecurity Analyst,"Cybersecurity, Linux, Ethical Hacking",2,PhD,Hire,85.0,0.38636000000000004,positive
966,Data Scientist,"SQL, Machine Learning, Deep Learning",8,M.Tech,Hire,100.0,0.0,neutral
967,Cybersecurity Analyst,"Ethical Hacking, Linux, Networking, Cybersecurity",6,MBA,Hire,85.0,0.38636000000000004,positive
968,Data Scientist,"Deep Learning, Python, Machine Learning, SQL",6,B.Sc,Hire,90.0,0.0,neutral
969,AI Researcher,"Pytorch, TensorFlow",0,M.Tech,Hire,65.0,0.0,neutral
970,Data Scientist,"Python, Machine Learning, SQL",9,PhD,Hire,100.0,0.0,neutral
971,Software Engineer,"C++, React, SQL",0,MBA,Reject,50.0,0.0,neutral
972,Software Engineer,"C++, SQL",8,B.Sc,Hire,100.0,0.0,neutral
973,AI Researcher,"NLP, Python, Pytorch, TensorFlow",3,MBA,Hire,90.0,0.0,neutral
974,Software Engineer,"C++, Java, SQL",6,MBA,Hire,90.0,0.0,neutral
975,AI Researcher,"TensorFlow, Pytorch, NLP, Python",1,B.Tech,Reject,50.0,0.0,neutral
976,Cybersecurity Analyst,"Cybersecurity, Linux, Ethical Hacking, Networking",7,B.Tech,Hire,100.0,0.38636000000000004,positive
977,AI Researcher,"Python, NLP",3,B.Sc,Hire,75.0,0.0,neutral
978,Software Engineer,"React, C++, SQL, Java",7,M.Tech,Hire,100.0,0.0,neutral
979,Data Scientist,"SQL, Deep Learning, Machine Learning",9,B.Sc,Hire,100.0,0.0,neutral
980,AI Researcher,"TensorFlow, NLP, Python",9,MBA,Hire,100.0,0.0,neutral
981,Data Scientist,"Python, SQL, Machine Learning",3,B.Tech,Hire,75.0,0.0,neutral
982,AI Researcher,"NLP, Python",10,PhD,Hire,100.0,0.0,neutral
983,Software Engineer,"SQL, C++, Java",6,MBA,Hire,80.0,0.0,neutral
984,AI Researcher,"Pytorch, NLP, Python, TensorFlow",1,M.Tech,Hire,75.0,0.0,neutral
985,Data Scientist,"SQL, Deep Learning",0,PhD,Reject,60.0,0.0,neutral
986,Software Engineer,"React, SQL, Java",10,B.Sc,Hire,100.0,0.0,neutral
987,Data Scientist,"SQL, Deep Learning, Machine Learning",1,MBA,Hire,65.0,0.0,neutral
988,AI Researcher,"Pytorch, TensorFlow, NLP",2,M.Tech,Hire,65.0,0.0,neutral
989,AI Researcher,"Python, NLP",5,B.Sc,Hire,100.0,0.0,neutral
990,Cybersecurity Analyst,"Networking, Cybersecurity, Ethical Hacking, Linux",9,MBA,Hire,100.0,0.38636000000000004,positive
991,Software Engineer,"React, C++, Java, SQL",5,M.Tech,Hire,100.0,0.0,neutral
992,Cybersecurity Analyst,"Networking, Ethical Hacking, Linux, Cybersecurity",3,PhD,Hire,100.0,0.38636000000000004,positive
993,Software Engineer,"React, SQL",10,PhD,Hire,100.0,0.0,neutral
994,Cybersecurity Analyst,"Cybersecurity, Ethical Hacking, Linux, Networking",1,MBA,Reject,40.0,0.38636000000000004,positive
995,Software Engineer,"React, Java",4,PhD,Hire,90.0,0.0,neutral
996,Cybersecurity Analyst,"Cybersecurity, Linux, Ethical Hacking",0,B.Sc,Reject,60.0,0.38636000000000004,positive
997,Data Scientist,"Deep Learning, Machine Learning",0,MBA,Reject,45.0,0.0,neutral
998,AI Researcher,"TensorFlow, NLP",0,B.Tech,Hire,65.0,0.0,neutral
999,Cybersecurity Analyst,"Linux, Networking, Cybersecurity, Ethical Hacking",8,PhD,Hire,100.0,0.38636000000000004,positive
1000,Data Scientist,"SQL, Machine Learning, Python, Deep Learning",7,M.Tech,Hire,100.0,0.0,neutral
